ID,ID,Budget,Popularity,Release Date,Revenue,Runtime,Vote Average,Vote Count,IMDB
2363,157353,100000000,23.119,2014-04-16,103039258,119,6.017,4955,tt2209764
2364,68737,95000000,47.688,2014-12-12,114178613,102,5.487,2294,tt1121096
2365,137113,178000000,54.814,2014-05-27,370541256,114,7.598,12364,tt1631867
2366,140607,245000000,68.722,2015-12-15,2068223624,136,7.303,17839,tt2488496
2367,135397,150000000,98.455,2015-06-12,1671537444,124,6.679,18909,tt0369610
2368,211672,74000000,47.09,2015-06-17,1156730962,91,6.393,9736,tt2293640
2369,99861,365000000,159.441,2015-04-22,1405403694,141,7.281,21067,tt2395427
2370,150540,175000000,128.776,2015-06-09,857611174,95,7.924,18825,tt2096673
2371,385687,340000000,349.323,2023-05-17,0,130,0.0,0,tt5433140
2372,254470,29000000,35.493,2015-05-07,287506194,115,6.877,4970,tt2848292
2373,277216,28000000,46.908,2015-08-11,201634991,147,7.776,3446,tt1398426
2374,216015,40000000,176.016,2015-02-11,571006128,125,5.889,10806,tt2322441
2375,131634,160000000,75.081,2015-11-18,653428261,137,6.887,11144,tt1951266
2376,286217,108000000,59.463,2015-09-30,630161890,141,7.7,17936,tt3659388
2377,11224,2900000,116.118,1950-02-22,263591415,74,7.037,6002,tt0042332
2378,274167,50000000,28.62,2015-12-25,242786137,96,6.26,2837,tt1528854
2379,159824,80000000,54.097,2015-09-21,473226958,89,6.788,5145,tt2510894
2380,228165,74000000,49.587,2015-01-28,311594032,93,6.044,2087,tt2279373
2381,271718,35000000,32.86,2015-07-17,140795793,125,5.788,2382,tt3152624
2382,312221,37000000,320.743,2015-11-25,173567581,133,7.4,6546,tt3076658
2383,323272,3000000,40.426,2015-08-28,67790117,120,7.809,417,tt3832914
2384,298312,5000000,81.004,2015-09-10,98450062,94,6.306,4177,tt3567288
2385,266294,30000000,16.004,2015-12-18,105011053,118,5.952,1249,tt1850457
2386,264999,14800000,41.016,2015-07-01,117813057,115,6.171,1615,tt2268016
2387,257091,40000000,24.202,2015-03-26,111811453,100,6.0,2417,tt2561572
2388,102899,130000000,169.935,2015-07-14,519311965,117,7.083,18119,tt0478970
2389,281957,135000000,58.732,2015-12-25,532950503,157,7.52,16619,tt1663202
2390,238713,65000000,29.411,2015-05-06,235666219,120,6.824,5489,tt3079380
2391,254128,110000000,110.535,2015-05-27,473990832,114,6.207,7565,tt2126355
2392,177677,150000000,50.376,2015-07-23,682716636,131,7.176,7733,tt2381249
2393,228161,135000000,48.979,2015-03-18,368871007,94,6.781,3549,tt2224026
2394,318846,28000000,25.873,2015-12-11,133346506,131,7.335,7984,tt1596363
2395,280092,10000000,48.631,2015-05-28,112983889,97,6.285,2933,tt3195644
2396,252838,23000000,34.786,2015-01-16,79799880,101,6.471,1435,tt0884732
2397,256961,38000000,34.394,2015-04-16,107597242,94,5.153,1378,tt3450650
2398,257211,35000000,30.612,2015-09-23,194564672,121,7.195,5945,tt2361509
2399,2046,10000000,22.458,2000-03-16,12008642,112,6.415,1006,tt0219699
2400,296098,40000000,20.129,2015-10-15,165478348,141,7.224,6228,tt3682448
2401,241251,4000000,20.576,2015-01-23,52425855,91,4.836,1905,tt3181822
2402,227973,99000000,26.562,2015-11-01,246233113,88,6.861,1418,tt2452042
2403,296099,31000000,52.686,2015-07-28,104384188,99,6.293,3340,tt1524930
2404,287903,15000000,25.65,2015-11-26,61788393,98,6.147,1819,tt3850590
2405,228203,0,19.729,2015-02-20,45710059,128,7.4,649,tt2097298
2406,167073,11000000,18.009,2015-10-20,62076141,111,7.311,2855,tt2381111
2407,272693,8500000,23.009,2015-02-20,43528634,100,6.797,4133,tt1666801
2408,314365,20000000,21.901,2015-11-06,98690254,129,7.814,7543,tt1895587
2409,268238,10000000,14.317,2015-02-26,85978266,122,6.395,638,tt2555736
2410,299245,100000,14.014,2015-07-10,42964410,81,4.956,860,tt2309260
2411,272878,20000000,19.544,2015-06-26,43967255,111,7.095,674,tt3369806
2412,243940,3300000,17.191,2015-01-29,64110728,83,5.249,1264,tt2918436
2413,307081,30000000,71.065,2015-03-24,91709827,123,7.358,5004,tt1798684
2414,257445,58000000,35.33,2015-08-05,158162788,103,6.316,3395,tt1051904
2415,232572,8000000,12.87,2015-09-02,37461274,104,6.0,618,tt1178665
2416,310131,3500000,41.382,2015-01-27,40423945,92,6.907,6086,tt4263482
2417,294254,61000000,65.34,2015-09-09,312296056,131,6.725,9367,tt4046784
2418,262500,110000000,61.174,2015-03-18,295238201,119,6.366,9282,tt2908446
2419,286565,12000000,19.574,2015-06-18,85512300,109,6.128,4810,tt3622592
2420,296100,25000000,14.811,2015-11-20,52395996,101,6.091,1501,tt3530002
2421,283445,10000000,28.291,2015-08-19,53329150,97,5.865,1903,tt2752772
2422,293863,25000000,49.637,2015-04-16,65663276,112,7.456,5839,tt1655441
2423,273481,30000000,56.589,2015-09-17,84872444,122,7.383,7491,tt3397884
2424,214756,68000000,129.734,2015-06-25,215863606,115,6.279,6634,tt2637276
2425,320588,1000000,14.062,2015-11-27,14659448,95,6.4,430,tt3766394
2426,243688,35000000,32.256,2015-05-20,95437994,93,5.197,2077,tt1029360
2427,192141,5000000,34.16,2015-08-26,54418872,103,6.913,2251,tt1781922
2428,308639,7000000,19.113,2015-06-19,17986781,103,7.107,1334,tt3850214
2429,227719,12000000,38.777,2015-01-28,33213241,106,6.682,2274,tt2436386
2430,273248,44000000,30.994,2015-12-25,155760117,188,7.743,12831,tt3460252
2431,261023,53000000,24.662,2015-09-04,98837872,123,6.456,3020,tt1355683
2432,333348,17000000,17.002,2015-11-12,42426912,107,6.004,704,tt2279339
2433,275601,18000000,14.539,2015-07-10,41325328,100,5.799,658,tt3623726
2434,146301,10000000,27.347,2015-10-21,78096553,88,5.272,1237,tt2473510
2435,325348,2000000,24.602,2015-09-12,14333790,96,6.369,2104,tt3072482
2436,280996,11000000,20.058,2015-06-19,29355203,104,6.47,1693,tt3168230
2437,309304,600000,12.521,2015-06-04,7205073,78,6.472,325,tt4270516
2438,256591,50100000,49.878,2015-02-25,153962963,105,6.883,7068,tt2381941
2439,228205,34000000,32.347,2015-04-09,63013281,128,7.601,2886,tt2726560
2440,188222,30000000,19.984,2015-06-03,49263404,104,6.217,889,tt1674771
2441,264644,13000000,25.864,2015-10-16,35401758,118,8.0,8421,tt3170832
2442,301351,6000000,29.314,2015-08-26,11122090,96,6.708,2108,tt3787590
2443,337154,3200000,11.869,2016-04-05,4267218,100,5.9,298,tt4501454
2444,258480,11800000,24.469,2015-11-20,40272135,118,7.484,3308,tt2402927
2445,290751,19500000,14.062,2015-10-14,34854990,111,6.389,1217,tt1741273
2446,308084,100000,9.91,2015-07-10,924793,87,6.945,554,tt3824458
2447,268920,35000000,13.988,2015-05-08,51680201,87,5.692,1465,tt2967224
2448,321741,35000000,21.148,2015-11-12,50363790,123,7.088,2322,tt3322364
2449,250124,2000000,10.169,2015-08-07,1477002,102,6.609,648,tt3172532
2450,310133,5000000,10.343,2015-01-24,143658,88,5.9,750,tt3813310
2451,308369,0,15.525,2015-06-12,0,105,7.556,2341,tt2582496
2452,243938,36000000,23.273,2015-02-20,64780213,93,5.2,799,tt2637294
2453,313922,5000000,17.567,2015-09-25,3769214,95,6.686,2373,tt4062536
2454,308638,447524,12.326,2015-05-08,771317,101,4.788,203,tt2690138
2455,631842,20000000,1907.016,2023-02-01,52000000,100,6.5,1059,tt15679400
2456,274479,60000000,20.235,2015-12-24,101134059,124,6.515,3745,tt2446980
2457,306819,15000000,22.967,2015-11-27,64191523,119,7.612,5385,tt0810819
2458,258509,90000000,46.219,2015-12-17,233755553,92,6.013,1458,tt2974918
2459,291270,8000000,20.314,2015-12-30,5659286,90,7.122,1528,tt2401878
2460,256924,10000000,15.592,2015-03-19,10835752,107,6.773,451,tt1772288
2461,57876,5000000,19.232,2015-05-15,7556,91,4.8,509,tt1519461
2462,309242,0,14.636,2015-07-04,130541,108,6.042,412,tt2349144
2463,283587,6000000,19.088,2015-09-11,9077700,137,7.586,1542,tt1365050
2464,353326,0,17.454,2016-04-08,11472454,108,7.184,1247,tt0787524
2465,157544,13000000,43.412,2015-07-24,1784763,91,5.289,665,tt1524575
2466,295964,20000000,22.172,2015-10-02,36606743,100,6.493,2998,tt2503944
2467,306745,7000000,14.33,2015-10-02,573335,103,7.3,581,tt1658801
2468,282984,11000000,10.921,2015-07-17,27391084,95,6.5,2185,tt3715320
2469,300693,9600000,12.485,2015-10-16,5383097,125,6.6,430,tt3859076
2470,294016,15000000,14.417,2015-10-27,8235661,124,7.154,1425,tt3203606
2471,319888,23000000,15.177,2016-02-25,46152411,106,7.178,1914,tt1083452
2472,193687,0,14.479,2015-08-13,121461,97,5.64,830,tt1598642
2473,333385,8000000,15.618,2016-02-29,34694,95,6.459,1182,tt2091935
2474,303991,10000000,13.39,2015-04-08,4366460,101,6.8,1880,tt1172049
2475,336004,8900000,19.821,2015-11-13,4100000,93,6.096,821,tt3276924
2476,257344,88000000,58.267,2015-07-16,244874809,105,5.706,6794,tt2120120
2477,314385,10000000,12.053,2015-11-12,3727746,122,5.57,530,tt3707106
2478,157827,11000000,7.36,2015-10-01,1428004,105,6.478,277,tt2217859
2479,273477,15000000,62.153,2015-10-23,14860766,93,6.486,1648,tt1727776
2480,253412,55000000,38.791,2015-09-10,203427584,121,6.808,4417,tt2719848
2481,253414,15000000,13.002,2015-10-22,3020664,100,5.4,291,tt3164256
2482,321697,30000000,18.238,2015-10-09,34441873,122,6.76,3782,tt2080374
2483,249070,35000000,62.663,2015-08-20,81967450,96,5.809,2689,tt2679042
2484,256962,20000000,13.475,2015-04-23,6485961,106,7.193,480,tt1810683
2485,261392,28000000,21.487,2015-08-19,27139524,96,6.076,2537,tt3316948
2486,238615,26000000,30.98,2015-07-10,31807156,117,6.403,2785,tt2140379
2487,293646,25000000,13.821,2015-08-06,24902723,120,6.351,849,tt2006295
2488,225728,15000000,14.15,2015-08-16,16322067,113,6.476,1327,tt2884018
2489,318781,14000000,23.8,2015-06-24,3621046,106,7.293,1759,tt4005402
2490,248574,0,19.055,2015-04-30,6075,96,5.769,961,tt1731701
2491,222936,37000000,17.777,2015-05-29,26250020,105,5.496,1846,tt1243974
2492,301875,16000000,13.492,2015-07-15,2084628,102,6.128,1257,tt3289728
2493,198184,49000000,59.454,2015-03-04,104399548,120,6.779,7224,tt1823672
2494,182560,20000000,16.281,2015-04-08,5090852,113,5.9,1142,tt2402101
2495,10317,28000000,11.683,2015-09-11,7002261,108,5.856,447,tt1018765
2496,174751,25000000,21.354,2015-12-31,1397284,98,5.803,732,tt2140037
2497,241554,50000000,29.413,2015-03-11,71561644,114,6.401,2535,tt2199571
2498,201085,55000000,22.831,2015-10-13,74679822,119,6.638,4533,tt2554274
2499,239573,35000000,14.584,2015-03-05,14431253,91,5.43,719,tt2358925
2500,962279,0,99.484,2022-06-10,0,105,6.5,4,tt11278608
2501,291351,0,11.325,2016-04-27,908927,110,6.259,436,tt3450900
2502,276907,25000000,63.351,2015-09-09,42972994,132,7.027,3385,tt3569230
2503,266396,40000000,17.246,2015-02-16,13644292,115,5.737,851,tt2515034
2504,332718,30000000,11.256,2016-09-08,1750000,105,6.8,129,tt3576728
2505,203801,75000000,27.663,2015-08-13,108145109,116,7.1,5654,tt1638355
2506,206647,245000000,46.273,2015-10-26,880674609,148,6.525,9598,tt2379713
2507,181283,50000000,21.279,2015-03-15,3324330,137,6.269,1469,tt1014763
2508,210860,60000000,27.456,2015-01-21,47318560,107,5.508,2453,tt3045616
2509,228066,40000000,20.4,2015-11-10,34227298,109,5.918,1907,tt1976009
2510,201088,70000000,41.882,2015-01-13,17752940,133,5.5,1810,tt2717822
2511,274854,90000000,43.289,2015-10-21,146936910,106,5.944,3264,tt1618442
2512,166424,120000000,48.188,2015-08-05,167977596,100,4.4,5481,tt1502712
2513,87101,155000000,101.544,2015-06-23,440603537,126,5.904,7579,tt1340138
2514,205775,100000000,32.055,2015-11-20,93920758,122,6.747,3690,tt1390411
2515,257088,105000000,32.835,2015-12-03,133718711,113,5.903,2053,tt2058673
2516,105864,175000000,105.575,2015-11-14,332207671,93,6.7,4933,tt1979388
2517,578489,0,0.969,2002-10-01,0,125,8.0,1,tt3127844
2518,158852,190000000,46.71,2015-05-19,209154322,130,6.244,6419,tt1964418
2519,266647,150000000,31.042,2015-09-24,128388320,111,6.0,2530,tt3332064
2520,76757,176000003,60.065,2015-02-04,183987723,127,5.425,6177,tt1617661
2521,330459,200000000,43.532,2016-12-14,1056057273,133,7.487,13884,tt3748528
2522,293660,58000000,139.753,2016-02-09,783100000,108,7.602,28129,tt1431045
2523,328111,75000000,22.172,2016-06-18,875457937,86,6.262,7474,tt2709768
2524,127380,200000000,54.886,2016-06-16,1028570889,97,7.045,11117,tt2277860
2525,335797,75000000,84.515,2016-11-23,634151679,108,7.114,7212,tt3470600
2526,269149,150000000,103.234,2016-02-11,1023784195,109,7.747,14737,tt2948356
2527,9325,4000000,82.789,1967-10-18,205843612,78,7.282,5615,tt0061852
2528,271110,250000000,128.496,2016-04-27,1153337496,147,7.439,20912,tt3498820
2529,297761,175000000,70.204,2016-08-03,746846894,123,5.909,19630,tt1386697
2530,381284,25000000,77.088,2016-12-10,235956898,127,8.057,8500,tt4846340
2531,381288,9000000,65.633,2016-11-15,278454358,117,7.332,15834,tt4972582
2532,313369,30000000,40.947,2016-11-29,447407695,129,7.889,15073,tt3783958
2533,277834,150000000,30.443,2016-10-13,690860472,107,7.563,11057,tt3521164
2534,376659,20000000,22.855,2016-07-28,183936074,100,6.496,3785,tt4651520
2535,209112,250000000,84.472,2016-03-23,873637528,152,5.94,16605,tt2975590
2536,300669,9900000,46.006,2016-06-08,159047649,89,7.006,6654,tt4160708
2537,223702,19000000,81.001,2016-07-11,140705322,89,5.73,6549,tt1700841
2538,302699,50000000,37.877,2016-06-15,216972543,107,6.399,5237,tt1489889
2539,316727,10000000,55.344,2016-06-29,118587880,105,6.405,4757,tt4094724
2540,284052,165000000,105.867,2016-10-25,677796076,115,7.425,20277,tt1211837
2541,363676,60000000,33.463,2016-09-07,240797623,96,7.165,6448,tt3263904
2542,259693,40000000,150.41,2016-06-08,321834351,134,7.286,7430,tt3065204
2543,345911,4900000,34.974,2016-07-21,148868835,81,6.33,3491,tt4786282
2544,333371,15000000,51.496,2016-03-10,108286421,104,6.975,7081,tt1179933
2545,259316,180000000,90.687,2016-11-16,809342332,132,7.34,17497,tt3183660
2546,329865,47000000,59.91,2016-11-10,203388186,116,7.579,15990,tt2543164
2547,323675,40000000,29.478,2016-01-14,124827316,102,6.24,1505,tt2869728
2548,339984,16000000,79.132,2016-03-17,73983359,119,7.446,1060,tt4257926
2549,324668,120000000,37.464,2016-07-27,415484914,123,6.317,5177,tt4196776
2550,302946,44000000,36.82,2016-10-13,155160045,128,7.049,5404,tt2140479
2551,302688,18000000,16.894,2016-03-23,90632641,94,5.9,881,tt3760922
2552,334543,12000000,40.584,2016-11-24,140312928,118,8.084,5998,tt3741834
2553,334541,9000000,29.782,2016-11-18,78988148,138,7.537,5192,tt4034228
2554,332567,17000000,29.642,2016-06-24,119100758,86,6.353,4637,tt4052882
2555,296096,20000000,166.71,2016-06-01,207945075,110,7.91,10957,tt2674426
2556,153518,73000000,43.063,2016-05-11,349779543,97,6.2,3218,tt1985949
2557,323676,29000000,17.831,2016-04-07,78636257,91,5.855,1220,tt2702724
2558,326423,20000000,18.767,2016-04-15,55030051,112,6.3,399,tt3628584
2559,393457,24000000,39.823,2016-12-16,64414761,139,6.9,2363,tt2671706
2560,346685,45000000,21.274,2016-10-05,173185859,112,6.434,5266,tt3631112
2561,136799,125000000,54.743,2016-10-13,346864462,92,6.678,3190,tt1679335
2562,324786,40000000,225.617,2016-10-07,175302354,139,8.19,12054,tt2119532
2563,335796,9000000,39.83,2016-10-20,81705746,99,6.1,2195,tt4361050
2564,321258,10000000,25.794,2016-01-22,73929392,97,5.938,3439,tt3882082
2565,376867,4000000,21.723,2016-10-21,65046687,111,7.397,6426,tt4975722
2566,356305,38000000,32.635,2016-12-22,118102725,111,6.368,3749,tt4501244
2567,325133,35000000,29.783,2016-05-04,108758521,92,5.82,4047,tt4438848
2568,328387,19000000,29.035,2016-06-27,85241496,96,7.056,6390,tt3531824
2569,335778,20000000,32.202,2016-02-18,46069568,107,6.121,725,tt3231054
2570,329440,10000000,26.825,2016-01-07,37608299,95,5.21,1588,tt3387542
2571,351211,5000000,21.118,2016-09-15,45172994,89,5.201,1719,tt1540011
2572,347126,5000000,44.838,2016-04-01,23507567,121,6.192,360,tt4824308
2573,338766,12000000,21.832,2016-08-11,37589296,102,7.304,3994,tt2582782
2574,303858,27000000,22.201,2016-05-12,93282604,98,6.448,2700,tt2241351
2575,316023,33000000,25.857,2016-07-07,77068246,98,6.075,2276,tt2823054
2576,294272,65000000,27.859,2016-08-10,143695338,103,6.371,1999,tt2788732
2577,291870,11500000,45.052,2016-01-20,94073028,102,5.896,3996,tt1860213
2578,384682,45000000,22.203,2016-11-25,114501299,105,5.651,1849,tt1711525
2579,259694,38000000,33.43,2016-01-21,112343513,110,6.224,2971,tt1292566
2580,270487,22000000,18.247,2016-02-05,63647656,106,5.908,3457,tt0475290
2581,377587,900000,15.736,2016-04-01,9097072,90,4.798,253,tt4191580
2582,353069,25000000,17.325,2016-04-28,48782670,118,6.018,1173,tt4824302
2583,618,100000,11.545,1915-02-08,11000000,193,6.065,457,tt0004972
2584,257345,4000000,13.845,2016-05-13,10898293,92,4.757,553,tt1878841
2585,351819,20000000,49.344,2016-01-28,21164799,92,4.9,1223,tt4667094
2586,342521,15000000,13.82,2016-04-21,20609977,100,6.067,929,tt4139124
2587,376660,9000000,25.994,2016-11-18,18803648,105,7.176,3728,tt1878870
2588,341006,5000000,22.819,2016-03-17,10166820,89,6.157,1236,tt1082807
2589,376866,9000000,14.23,2016-12-02,13960394,100,6.443,2135,tt1619029
2590,966,2000000,47.767,1960-10-12,4905000,128,7.54,1514,tt0054047
2591,308266,40000000,36.172,2016-08-17,86234523,114,6.892,4287,tt2005151
2592,16280,0,4.155,2008-10-28,0,92,6.435,23,tt1065060
2593,332210,70000000,31.233,2016-09-22,182379278,87,6.64,2070,tt4624424
2594,267860,60000000,49.629,2016-03-02,205754447,99,6.167,4230,tt3300542
2595,347031,3000000,22.695,2016-06-24,4900000,97,6.933,3129,tt4034354
2596,382322,3500000,26.973,2016-07-24,3775000,76,6.607,1609,tt4853102
2597,241258,5000000,17.595,2016-12-01,6341855,91,5.366,493,tt3216348
2598,284564,1500000,14.011,2016-09-15,850419,102,5.426,687,tt3835080
2599,332979,6000000,18.561,2016-11-04,6174491,116,6.8,672,tt1620935
2600,339419,9000000,14.311,2016-11-04,8996802,123,6.695,842,tt4669986
2601,343611,60000000,76.551,2016-10-19,162146076,118,5.9,4311,tt3393786
2602,342737,7000000,17.455,2016-12-28,5664764,119,7.3,1020,tt4385888
2603,140300,145000000,90.245,2016-01-23,521170825,95,6.864,5085,tt2267968
2604,401123,1600000,9.167,2016-07-22,0,88,5.3,170,tt4244162
2605,325346,3800000,7.762,2016-08-25,1016985,88,6.302,255,tt3714720
2606,370755,5000000,14.625,2016-11-17,2152738,118,7.093,1649,tt5247022
2607,299687,38000000,38.113,2016-01-14,109906372,112,5.933,5318,tt2304933
2608,629015,0,79.369,2022-03-24,304106,90,7.039,280,tt10131024
2609,377264,8000000,17.75,2016-09-01,8810591,92,5.773,1322,tt4520364
2610,346672,35000000,61.246,2016-11-24,81093313,91,5.824,3309,tt3717252
2611,345920,36000000,25.124,2016-12-06,88528280,97,7.242,5027,tt4682786
2612,301365,7000000,23.764,2016-06-08,3377430,118,6.539,3415,tt1974419
2613,316154,6000000,25.303,2017-06-23,180851,119,5.243,937,tt4334266
2614,402298,10000000,15.411,2016-09-30,4073489,109,6.833,577,tt4645330
2615,317557,15000000,11.87,2016-09-23,10367161,124,7.251,375,tt4341582
2616,286567,10000000,30.627,2016-10-14,6272403,92,5.668,682,tt1472584
2617,295699,10000000,12.832,2016-03-30,3400278,116,6.355,966,tt2937696
2618,374461,8000000,11.732,2016-09-16,0,104,7.357,402,tt4196848
2619,146198,20000000,21.547,2016-02-19,12639297,115,5.949,1906,tt1712261
2620,283552,20000000,17.688,2016-09-02,25975621,133,7.091,1243,tt2547584
2621,213681,25000000,16.574,2016-09-29,29200000,94,5.7,1568,tt2461150
2622,338964,26000000,15.326,2016-11-23,24079268,92,5.343,667,tt1798603
2623,376290,13000000,17.33,2016-11-25,9101546,133,7.452,1552,tt4540710
2624,274870,110000000,35.767,2016-12-21,303144152,116,6.926,12033,tt1355644
2625,341012,20000000,16.422,2016-06-03,9496130,86,6.616,1089,tt3960412
2626,95610,35000000,21.822,2016-09-14,211952420,123,6.412,2676,tt1473832
2627,340666,22500000,24.894,2016-11-04,29252978,117,7.453,6944,tt4550098
2628,279641,35000000,14.12,2016-03-04,23083334,112,6.258,836,tt3553442
2629,339967,0,27.171,2017-04-06,3029287,109,6.294,1823,tt4680182
2630,313297,60000000,44.297,2016-08-18,76249438,102,7.646,3253,tt4302938
2631,310307,15000000,32.23,2016-09-13,24121245,115,7.102,4251,tt4276820
2632,325789,28000000,19.311,2016-07-13,21011110,127,6.636,1491,tt1355631
2633,760926,6500000,56.41,2022-01-13,176048,97,6.3,451,tt6020800
2634,388399,45000000,26.983,2016-12-12,50548152,133,7.032,2284,tt4572514
2635,173897,40000000,2.569,2016-12-23,312242626,107,6.116,2744,tt2592614
2636,290250,50000000,25.645,2016-05-15,62788218,116,7.098,6923,tt3799694
2637,245703,18000000,15.532,2016-02-12,6740647,112,6.218,1698,tt2649554
2638,184341,20000000,16.677,2016-08-26,0,105,6.3,318,tt1781827
2639,43074,144000000,41.498,2016-07-14,229147509,117,5.371,5791,tt1289401
2640,302156,31500000,32.048,2016-04-07,14708696,113,6.149,1528,tt3014866
2641,58431,28000000,33.288,2016-02-04,16457494,108,6.152,1974,tt1374989
2642,302401,40000000,25.829,2016-09-15,37357216,134,7.102,3944,tt3774114
2643,278924,40000000,48.861,2016-08-25,125729635,98,5.937,2933,tt3522806
2644,1001925,0,30.596,2022-08-05,0,90,5.2,13,tt17527124
2645,333669,20000000,23.727,2016-04-22,14397593,92,6.286,1166,tt2368619
2646,329833,50000000,21.167,2016-02-06,56722693,100,4.869,2004,tt1608290
2647,314095,30000000,25.3,2017-03-15,8574339,141,6.376,2543,tt1212428
2648,246655,178000000,83.917,2016-05-18,543934787,144,6.516,11870,tt3385516
2649,283366,110000000,77.264,2016-09-27,296482446,127,6.804,9114,tt1935859
2650,291805,90000000,49.867,2016-06-02,334901337,129,6.824,9858,tt3110958
2651,331313,40000000,15.635,2016-10-20,29918745,105,6.098,1799,tt2387499
2652,270010,30000000,15.253,2016-04-22,4212494,97,5.829,1004,tt2980210
2653,188927,185000000,42.275,2016-07-07,343471816,122,6.8,6019,tt2660888
2654,267193,35000000,26.717,2016-02-24,27979040,83,5.935,2044,tt3381008
2655,316152,50000000,19.286,2016-06-24,25035950,140,6.725,1316,tt1124037
2656,345923,30000000,14.083,2017-08-10,646946,110,5.146,519,tt4486986
2657,340837,40000000,23.901,2017-02-15,26620002,146,6.309,3461,tt4731136
2658,293767,40000000,14.954,2016-11-10,30930984,113,6.009,508,tt2513074
2659,68730,46000000,27.516,2016-12-22,23737523,161,7.119,2734,tt0490215
2660,258230,43000000,51.322,2016-10-07,47309313,108,7.264,3020,tt3416532
2661,207932,75000000,32.837,2016-10-13,220021259,121,6.048,5741,tt3062096
2662,278154,105000000,83.692,2016-06-23,408579038,95,6.057,4005,tt3416828
2663,262504,110000000,32.942,2016-03-09,179246868,120,6.101,6071,tt3410834
2664,369885,85000000,30.875,2016-11-17,119520023,124,6.779,4141,tt3640424
2665,296524,110000000,33.884,2016-09-28,121790373,107,6.841,4037,tt1860357
2666,300673,80000000,20.226,2016-01-27,52099090,117,6.585,1446,tt2025690
2667,308531,135000000,49.63,2016-06-01,245623848,112,5.995,3105,tt3949660
2668,258489,180000000,38.044,2016-06-29,356743061,109,5.883,5779,tt0918940
2669,47933,165000000,65.36,2016-06-22,389681935,120,5.266,5502,tt1628841
2670,290595,115000000,36.813,2016-04-06,164989338,114,6.281,4454,tt2381991
2671,121856,125000000,40.827,2016-12-21,240697856,115,5.423,7134,tt2094766
2672,665,15000000,45.417,1959-11-18,164000000,222,7.848,2299,tt0052618
2673,354859,90000000,15.36,2016-12-02,12448676,133,6.943,389,tt4776998
2674,267935,140000000,49.157,2016-06-01,195243411,117,6.249,3014,tt3691740
2675,241259,170000000,58.931,2016-05-25,299457024,113,6.551,5837,tt2567026
2676,259695,108000000,21.012,2016-12-25,22678555,129,6.2,1179,tt2361317
2677,311324,150000000,55.037,2016-12-16,331957105,103,5.987,4551,tt2034800
2678,205584,140000000,58.32,2016-02-25,150680864,127,5.615,3685,tt2404233
2679,68735,160000000,50.105,2016-05-25,433677183,123,6.356,6131,tt0803096
2680,10020,25000000,86.344,1991-10-22,424967620,84,7.731,8931,tt0101414
2681,353486,90000000,70.876,2017-12-09,962102237,119,6.822,12368,tt2283362
2682,181808,200000000,59.999,2017-12-13,1332698830,152,6.842,13816,tt2527336
2683,346364,35000000,72.952,2017-09-06,701842551,135,7.236,17432,tt1396484
2684,297762,149000000,82.349,2017-05-30,822854286,141,7.24,18466,tt0451279
2685,283995,200000000,105.705,2017-04-19,863756051,137,7.624,19384,tt3896198
2686,324852,80000000,63.415,2017-06-15,1031552585,96,6.446,6352,tt3469046
2687,419430,4500000,56.872,2017-02-24,255407969,104,7.615,15400,tt5052448
2688,315635,175000000,136.379,2017-07-05,880166924,133,7.351,19786,tt2250912
2689,284053,180000000,122.456,2017-10-24,855301806,131,7.601,18876,tt3501632
2690,263115,97000000,80.286,2017-02-28,619021436,137,7.815,17612,tt3315342
2691,406997,20000000,49.742,2017-11-13,305937718,113,8.162,7205,tt2543472
2692,417870,19000000,25.428,2017-07-21,140376621,122,6.842,1377,tt3564472
2693,324849,80000000,39.733,2017-02-08,311950384,104,7.206,4382,tt4116284
2694,316029,84000000,33.368,2017-12-20,432844677,105,7.918,8568,tt1485796
2695,374720,0,40.673,2017-07-19,527000000,107,7.5,14901,tt5013056
2696,396422,15000000,73.834,2017-08-03,306515884,110,6.6,5061,tt5140878
2697,339403,34000000,53.572,2017-06-28,226945087,113,7.456,14141,tt3890160
2698,440472,37500000,42.203,2019-01-10,111353135,126,7.121,1064,tt1987680
2699,353616,45000000,27.486,2017-12-20,184724494,93,6.56,3037,tt4765284
2700,341174,55000000,102.669,2017-02-08,378827494,118,6.499,7100,tt4465564
2701,324552,40000000,337.884,2017-02-08,171539887,122,7.297,11066,tt4425200
2702,440021,4800000,32.502,2017-10-12,125479266,97,6.64,5525,tt5308322
2703,1045944,0,350.644,2022-12-06,0,47,6.827,222,tt23546646
2704,392044,55000000,42.615,2017-11-03,352794081,114,6.708,8927,tt3402236
2705,390043,30000000,37.838,2017-08-16,176586701,118,6.883,5511,tt1959563
2706,399055,19500000,42.601,2017-12-01,195333312,123,7.248,11192,tt5580390
2707,431530,28000000,24.892,2017-08-04,130560428,104,6.322,1860,tt6359956
2708,381289,22000000,109.96,2017-01-19,205035819,100,7.607,2965,tt1753383
2709,359940,15000000,28.775,2017-12-01,160192031,115,8.093,9093,tt5027774
2710,391713,10000000,36.567,2017-09-01,78966486,94,7.271,7514,tt4925292
2711,416477,5000000,18.733,2017-03-30,56303596,120,7.341,2178,tt5462602
2712,345938,20000000,100.832,2017-03-03,92924405,132,7.497,1868,tt2872518
2713,378236,50000000,40.108,2017-07-23,216909830,86,5.5,2703,tt4877122
2714,268531,38000000,38.126,2017-06-01,125427681,89,6.231,1044,tt2091256
